route_id,origin_port,destination_port,distance_nm
2600,Rotterdam,Hong Kong,3900
2601,Hamburg,Singapore,1472
2602,Durban,Los Angeles,11653
2603,Mumbai,Rotterdam,10155
2604,Dubai,Shanghai,14120
2605,Hamburg,Los Angeles,5349
2606,Rotterdam,Mumbai,2187
2607,Hong Kong,Sydney,2123
2608,New York,Hamburg,6593
2609,Sydney,Shanghai,14920
2610,Shanghai,Hong Kong,8926
2611,Durban,Hong Kong,9144
2612,Singapore,Shanghai,6716
2613,Busan,Shanghai,10614
2614,New York,Los Angeles,12891
2615,Busan,Rotterdam,3170
2616,Hamburg,Busan,1480
2617,Mumbai,Rotterdam,7028
2618,New York,Shanghai,5487
2619,Mumbai,Rotterdam,6020
2620,Santos,Hamburg,2828
2621,Busan,Los Angeles,10278
2622,Busan,New York,6862
2623,Hong Kong,Mumbai,6838
2624,New York,Sydney,9544
2625,Mumbai,Singapore,10721
2626,Hamburg,Sydney,8453
2627,Los Angeles,Hong Kong,12356
2628,Sydney,Busan,12457
2629,Santos,Mumbai,901
2630,Singapore,Sydney,10093
2631,New York,Busan,1274
2632,Hamburg,Los Angeles,14814
2633,Shanghai,Durban,636
2634,Shanghai,Hong Kong,7428
2635,Hamburg,Singapore,11446
2636,Hamburg,Singapore,6373
2637,New York,Hamburg,3155
2638,Dubai,Los Angeles,9030
2639,Durban,Sydney,8481
2640,Los Angeles,Durban,2406
2641,Sydney,Rotterdam,5770
2642,Shanghai,Sydney,1020
2643,New York,Dubai,1626
2644,Mumbai,Busan,8279
2645,Shanghai,Busan,517
2646,Durban,Hamburg,8161
2647,Hong Kong,Durban,1895
2648,Hong Kong,Shanghai,13392
2649,Santos,Dubai,11476
2650,Los Angeles,Santos,9712
2651,Santos,New York,9737
2652,Mumbai,Busan,11820
2653,New York,Shanghai,5942
2654,New York,Busan,9136
2655,Santos,Mumbai,10974
2656,Rotterdam,Busan,11913
2657,Hong Kong,Rotterdam,11885
2658,Singapore,Los Angeles,13721
2659,Mumbai,Santos,4470
2660,Dubai,New York,8300
2661,Durban,Hamburg,6542
2662,Mumbai,Dubai,940
2663,Singapore,Hong Kong,7627
2664,Hamburg,Santos,13935
2665,New York,Los Angeles,1350
2666,Rotterdam,Durban,5151
2667,Rotterdam,Singapore,2203
2668,Hamburg,Sydney,10767
2669,Santos,Sydney,4380
2670,Mumbai,Hamburg,11544
2671,Dubai,Singapore,2357
2672,Singapore,Los Angeles,7944
2673,Los Angeles,Santos,8526
2674,Hong Kong,Shanghai,5278
2675,Durban,New York,13201
2676,Mumbai,New York,5351
2677,Shanghai,Santos,3095
2678,Dubai,Santos,12742
2679,Durban,Mumbai,8170
2680,Shanghai,Busan,3934
2681,Hong Kong,Shanghai,12751
2682,Mumbai,Dubai,1270
2683,Hamburg,Dubai,5482
2684,Busan,Singapore,2230
2685,Singapore,Hong Kong,11629
2686,Shanghai,Mumbai,7349
2687,Sydney,Hamburg,1303
2688,Mumbai,Durban,6499
2689,Busan,Santos,3272
2690,Singapore,Dubai,9262
2691,Los Angeles,Rotterdam,13416
2692,Hong Kong,Shanghai,10455
2693,Busan,Hamburg,14934
2694,New York,Santos,4426
2695,Hong Kong,Los Angeles,4689
2696,Busan,Singapore,14825
2697,New York,Mumbai,7027
2698,Durban,Singapore,4074
2699,Hong Kong,Dubai,8369
2700,New York,Sydney,11007
2701,Hamburg,Dubai,12010
2702,New York,Busan,10114
2703,Singapore,Los Angeles,2193
2704,New York,Rotterdam,11424
2705,Hamburg,New York,5230
2706,Singapore,Hong Kong,10568
2707,Los Angeles,Busan,8769
2708,Rotterdam,Santos,12798
2709,Busan,Rotterdam,13032
2710,Hamburg,Dubai,1368
2711,Santos,Durban,12303
2712,New York,Hamburg,11260
2713,Mumbai,Singapore,8240
2714,Durban,Singapore,1302
2715,Hamburg,Dubai,2306
2716,Dubai,Santos,4367
2717,Dubai,Sydney,11480
2718,Santos,Sydney,3828
2719,Dubai,Durban,4785
2720,New York,Singapore,11773
2721,New York,Sydney,6033
2722,Busan,New York,6200
2723,Rotterdam,Mumbai,2293
2724,Busan,Hong Kong,7137
2725,Shanghai,Hamburg,744
2726,Santos,Dubai,5001
2727,Singapore,Shanghai,6939
2728,Hamburg,Sydney,10269
2729,Los Angeles,Santos,559
2730,Busan,Singapore,8729
2731,Los Angeles,Hamburg,12479
2732,Singapore,Hong Kong,5783
2733,Rotterdam,Durban,14788
2734,Hong Kong,Busan,5970
2735,Sydney,Los Angeles,11267
2736,Busan,Hamburg,9272
2737,Hamburg,Rotterdam,12641
2738,Los Angeles,Busan,8596
2739,Singapore,Mumbai,7521
2740,Hong Kong,Rotterdam,11925
2741,Hong Kong,Singapore,9918
2742,Los Angeles,Sydney,4658
2743,Sydney,Rotterdam,8259
2744,Shanghai,Singapore,2738
2745,Hamburg,Shanghai,8846
2746,Los Angeles,Mumbai,13260
2747,Singapore,Santos,12381
2748,Los Angeles,Hong Kong,4663
2749,Hong Kong,Rotterdam,11163
2750,Santos,Rotterdam,827
2751,Mumbai,Shanghai,782
2752,Shanghai,Hong Kong,7946
2753,Mumbai,Santos,1416
2754,Mumbai,New York,2116
2755,Dubai,Santos,5661
2756,Hong Kong,Busan,7988
2757,New York,Mumbai,7038
2758,Shanghai,Busan,3378
2759,New York,Shanghai,11140
2760,Shanghai,Durban,8722
2761,Hong Kong,Hamburg,7501
2762,Durban,Hamburg,11418
2763,Singapore,Busan,7610
2764,Dubai,Hamburg,6776
2765,Busan,Los Angeles,11308
2766,Singapore,Rotterdam,2146
2767,Shanghai,Dubai,9419
2768,Hong Kong,Hamburg,10682
2769,Shanghai,Rotterdam,13409
2770,Hong Kong,Durban,1070
2771,Los Angeles,Mumbai,5513
2772,Los Angeles,Durban,3408
2773,Rotterdam,Los Angeles,11192
2774,Busan,Rotterdam,14774
2775,Singapore,Shanghai,11510
2776,Hamburg,Santos,11630
2777,Los Angeles,Santos,2223
2778,Sydney,Busan,6151
2779,Mumbai,Rotterdam,5179
2780,Mumbai,New York,1368
2781,Hamburg,Hong Kong,13446
2782,New York,Hong Kong,5903
2783,Durban,Los Angeles,9068
2784,Hamburg,Sydney,8556
2785,Rotterdam,Mumbai,869
2786,Busan,Shanghai,11408
2787,Sydney,Hamburg,13969
2788,Mumbai,New York,2477
2789,Shanghai,Sydney,12108
2790,Hong Kong,Durban,5760
2791,Singapore,Rotterdam,10013
2792,Rotterdam,Singapore,13435
2793,Hong Kong,Sydney,10153
2794,Dubai,Busan,1537
2795,New York,Dubai,5319
2796,New York,Hamburg,10692
2797,Santos,Durban,7638
2798,Hong Kong,Santos,5484
2799,Singapore,Dubai,10624
2800,Hong Kong,Shanghai,784
2801,Hamburg,Busan,6093
2802,Busan,Los Angeles,6245
2803,Hong Kong,Sydney,5522
2804,Busan,Sydney,14875
2805,Rotterdam,Dubai,10954
2806,Santos,Hong Kong,13683
2807,Sydney,Hamburg,7710
2808,Sydney,Durban,5882
2809,Sydney,Busan,8049
2810,Los Angeles,Shanghai,2264
2811,Los Angeles,Hong Kong,5821
2812,Mumbai,Santos,6636
2813,Shanghai,Rotterdam,13676
2814,Durban,Hamburg,12114
2815,Hamburg,Hong Kong,6263
2816,Shanghai,Rotterdam,3117
2817,Rotterdam,New York,10309
2818,Los Angeles,New York,5512
2819,Sydney,Durban,10623
2820,Los Angeles,Busan,13392
2821,Los Angeles,Busan,6078
2822,New York,Hong Kong,12008
2823,Rotterdam,Singapore,8840
2824,Rotterdam,Durban,4287
2825,Hamburg,Hong Kong,7832
2826,Hamburg,Santos,9165
2827,Busan,Hong Kong,10466
2828,Hong Kong,Singapore,10213
2829,Mumbai,Los Angeles,14829
2830,Rotterdam,Durban,3805
2831,Busan,Durban,11069
2832,Hamburg,Rotterdam,3864
2833,New York,Singapore,6111
2834,Hamburg,Los Angeles,5104
2835,New York,Dubai,5618
2836,Rotterdam,Durban,12784
2837,Busan,Dubai,13498
2838,Singapore,New York,10430
2839,Dubai,Sydney,8715
2840,Mumbai,Rotterdam,8650
2841,Durban,Sydney,1475
2842,Los Angeles,Sydney,11388
2843,Sydney,Hong Kong,13955
2844,Shanghai,Durban,1587
2845,Hong Kong,Mumbai,13104
2846,New York,Sydney,10904
2847,Durban,Hong Kong,10348
2848,Durban,Dubai,6356
2849,Sydney,Santos,13088
2850,Shanghai,Rotterdam,4450
2851,Santos,Mumbai,9619
2852,Hamburg,Santos,6608
2853,Sydney,Hamburg,10286
2854,Hong Kong,Shanghai,12795
2855,Mumbai,Busan,4589
2856,Los Angeles,New York,822
2857,Shanghai,New York,11246
2858,Hong Kong,Los Angeles,7760
2859,Santos,Mumbai,11502
2860,Mumbai,New York,6705
2861,Dubai,Rotterdam,5597
2862,Singapore,Rotterdam,13340
2863,Busan,Rotterdam,11631
2864,Sydney,Hamburg,6518
2865,Busan,Singapore,12994
2866,Shanghai,Hamburg,6499
2867,Singapore,Durban,768
2868,Mumbai,Hamburg,12678
2869,Dubai,Santos,955
2870,Hong Kong,Sydney,7985
2871,Rotterdam,Hong Kong,8453
2872,Sydney,Hamburg,7915
2873,Durban,Mumbai,5275
2874,Santos,Los Angeles,9935
2875,Mumbai,Hamburg,14339
2876,Singapore,Rotterdam,14948
2877,Santos,Busan,1997
2878,Shanghai,Hamburg,7958
2879,Busan,Los Angeles,14764
2880,Dubai,Shanghai,9291
2881,Hong Kong,Hamburg,12855
2882,Hamburg,Shanghai,3533
2883,Shanghai,Hamburg,10408
2884,Shanghai,Singapore,3664
2885,Rotterdam,Los Angeles,5889
2886,New York,Busan,14397
2887,New York,Dubai,6530
2888,Sydney,Hong Kong,5473
2889,Sydney,Mumbai,14841
2890,Los Angeles,Dubai,3487
2891,Shanghai,Singapore,10431
2892,Busan,Hamburg,5285
2893,New York,Hong Kong,4382
2894,Los Angeles,Hamburg,10606
2895,Rotterdam,New York,5274
2896,Mumbai,Busan,14215
2897,Mumbai,Singapore,2171
2898,Hamburg,Rotterdam,1179
2899,Busan,Hamburg,5314
2900,Shanghai,Rotterdam,1082
2901,Los Angeles,Shanghai,1272
2902,Shanghai,Hong Kong,14147
2903,Singapore,Dubai,2609
2904,Shanghai,Dubai,12852
2905,Busan,Mumbai,11736
2906,Dubai,Sydney,7112
2907,Los Angeles,New York,14942
2908,New York,Durban,7973
2909,Mumbai,Hong Kong,10436
2910,Durban,Los Angeles,11464
2911,Singapore,Hong Kong,3826
2912,New York,Shanghai,4140
2913,Durban,Sydney,12125
2914,Durban,Busan,1487
2915,Rotterdam,Busan,14434
2916,Dubai,Sydney,6908
2917,Santos,Durban,2174
2918,Sydney,Shanghai,14516
2919,Singapore,Durban,14291
2920,Mumbai,Shanghai,2448
2921,Busan,Santos,13972
2922,New York,Durban,13567
2923,Hong Kong,Rotterdam,5877
2924,Mumbai,Shanghai,5831
2925,Los Angeles,Singapore,11401
2926,Santos,Dubai,11043
2927,Busan,Durban,2790
2928,Singapore,New York,14990
2929,Singapore,Los Angeles,15000
2930,Santos,Singapore,6676
2931,Mumbai,Hong Kong,599
2932,Hamburg,Santos,4647
2933,Mumbai,Shanghai,13575
2934,Los Angeles,Sydney,11734
2935,Shanghai,Hong Kong,14423
2936,Los Angeles,Dubai,13624
2937,Sydney,Rotterdam,2319
2938,Mumbai,Los Angeles,8107
2939,Mumbai,Shanghai,2741
2940,Durban,Busan,1830
2941,Hong Kong,Santos,2969
2942,Rotterdam,Durban,5185
2943,Los Angeles,Busan,9326
2944,Busan,New York,6974
2945,Sydney,Los Angeles,7281
2946,Mumbai,Sydney,6422
2947,Shanghai,Hamburg,2133
2948,Los Angeles,Hong Kong,10532
2949,Santos,Rotterdam,6755
2950,Singapore,Busan,13377
2951,Los Angeles,Santos,2503
2952,Rotterdam,Singapore,8822
2953,Rotterdam,Hong Kong,2460
2954,Rotterdam,Hamburg,612
2955,Santos,Mumbai,10310
2956,Singapore,Los Angeles,9698
2957,Hong Kong,Shanghai,10136
2958,Busan,Santos,1309
2959,Shanghai,Hamburg,11872
2960,Hamburg,Singapore,10487
2961,Durban,New York,14749
2962,Mumbai,Los Angeles,13735
2963,Singapore,Hong Kong,12747
2964,Sydney,Hamburg,9807
2965,Sydney,Santos,14604
2966,Sydney,Durban,3116
2967,Rotterdam,Durban,950
2968,Los Angeles,Shanghai,12196
2969,Mumbai,Santos,8681
2970,Shanghai,Busan,6235
2971,Hamburg,Durban,9612
2972,Busan,Sydney,7560
2973,Hong Kong,Durban,12946
2974,Durban,Rotterdam,5583
2975,Hong Kong,Hamburg,5251
2976,Hong Kong,Hamburg,1573
2977,Los Angeles,Durban,3012
2978,Hong Kong,Dubai,720
2979,Durban,Rotterdam,13747
2980,Santos,Hamburg,1792
2981,Los Angeles,Santos,14609
2982,Santos,Sydney,9922
2983,Busan,Mumbai,10850
2984,Hong Kong,Durban,2003
2985,Rotterdam,Hamburg,6746
2986,Busan,Mumbai,9419
2987,Mumbai,Dubai,10320
2988,Dubai,New York,11493
2989,Shanghai,Rotterdam,8477
2990,Hamburg,Santos,14526
2991,Dubai,Sydney,14732
2992,Sydney,Hong Kong,7630
2993,New York,Hong Kong,13171
2994,New York,Rotterdam,595
2995,Hamburg,Dubai,9875
2996,Singapore,Dubai,3131
2997,New York,Rotterdam,2657
2998,Shanghai,Mumbai,7908
2999,Hamburg,Durban,1276
3000,Busan,Singapore,5300
3001,Hamburg,Los Angeles,12281
3002,Dubai,Durban,8603
3003,Busan,Durban,7454
3004,Durban,Rotterdam,2466
3005,Singapore,Busan,13547
3006,Los Angeles,Durban,8776
3007,Santos,Dubai,7056
3008,Rotterdam,Durban,7375
3009,Singapore,Hong Kong,5091
3010,Dubai,Santos,10630
3011,Shanghai,Rotterdam,5986
3012,Mumbai,Singapore,6239
3013,Mumbai,Dubai,13414
3014,Santos,Sydney,5261
3015,Mumbai,Rotterdam,1900
3016,Shanghai,Sydney,9239
3017,Hong Kong,Rotterdam,6223
3018,Hamburg,Los Angeles,1220
3019,Hong Kong,Santos,13276
3020,Hong Kong,Busan,12415
3021,Singapore,Durban,7914
3022,Los Angeles,New York,14934
3023,Hong Kong,Dubai,11921
3024,Dubai,Rotterdam,4165
3025,Shanghai,Dubai,9877
3026,Hamburg,Santos,8197
3027,Rotterdam,Santos,10060
3028,New York,Busan,2046
3029,New York,Durban,2022
3030,Shanghai,Rotterdam,6614
3031,New York,Hamburg,13092
3032,Los Angeles,Busan,13794
3033,Busan,New York,1517
3034,Hamburg,Santos,4287
3035,Hong Kong,Mumbai,13675
3036,Sydney,New York,11973
3037,Shanghai,Hamburg,10621
3038,New York,Dubai,6933
3039,Singapore,Durban,5160
3040,Sydney,Hamburg,10737
3041,Santos,Singapore,4024
3042,New York,Los Angeles,14086
3043,Singapore,Durban,3460
3044,Los Angeles,Busan,4655
3045,Rotterdam,Singapore,6827
3046,Hong Kong,Durban,7128
3047,Durban,Rotterdam,964
3048,Durban,Busan,4468
3049,Los Angeles,Dubai,5729
3050,Hong Kong,Rotterdam,10550
3051,Hong Kong,Shanghai,13378
3052,Hamburg,Los Angeles,1898
3053,Shanghai,Rotterdam,2348
3054,Singapore,Sydney,10037
3055,Sydney,New York,945
3056,Sydney,Mumbai,14498
3057,Shanghai,Singapore,7457
3058,New York,Mumbai,11916
3059,Busan,Dubai,6929
3060,Rotterdam,Hamburg,7626
3061,Rotterdam,Durban,4760
3062,Hong Kong,Shanghai,8494
3063,Hong Kong,Rotterdam,11454
3064,Shanghai,Dubai,1060
3065,Santos,Dubai,13728
3066,Rotterdam,New York,6285
3067,Rotterdam,Shanghai,14607
3068,Singapore,Shanghai,8021
3069,Singapore,New York,14569
3070,Santos,Mumbai,4169
3071,Shanghai,Hamburg,5055
3072,Hamburg,Hong Kong,10564
3073,Singapore,Mumbai,2865
3074,Busan,Hong Kong,6890
3075,Los Angeles,Dubai,14544
3076,Hong Kong,Durban,13756
3077,Shanghai,Dubai,10931
3078,Durban,Hong Kong,12552
3079,New York,Singapore,3646
3080,Singapore,Santos,8178
3081,New York,Hong Kong,4869
3082,Santos,Hong Kong,6976
3083,Mumbai,Singapore,8952
3084,Rotterdam,New York,10369
3085,Shanghai,Los Angeles,642
3086,Los Angeles,Hamburg,9298
3087,Rotterdam,Los Angeles,6325
3088,New York,Shanghai,7100
3089,Durban,Hamburg,11662
3090,Los Angeles,Rotterdam,2840
3091,Busan,Mumbai,14115
3092,Durban,Dubai,10826
3093,Santos,Hong Kong,13604
3094,Santos,Rotterdam,6898
3095,Sydney,Hong Kong,8621
3096,Busan,Durban,11420
3097,Los Angeles,Santos,5156
3098,Hamburg,New York,6704
3099,Los Angeles,Santos,10837
3100,Durban,Shanghai,11236
3101,Santos,Rotterdam,11402
3102,New York,Durban,13813
3103,Los Angeles,Busan,734
3104,Singapore,Busan,14058
3105,Durban,Shanghai,8289
3106,Mumbai,Busan,1846
3107,Durban,Dubai,13152
3108,Durban,Mumbai,5060
3109,Sydney,Mumbai,4303
3110,Hamburg,Dubai,8958
3111,Hong Kong,Dubai,10788
3112,Mumbai,Santos,2939
3113,Dubai,Busan,11636
3114,Mumbai,Shanghai,5205
3115,Durban,Rotterdam,13582
3116,Hamburg,Los Angeles,6235
3117,Hong Kong,Durban,9925
3118,Hong Kong,Sydney,7737
3119,Dubai,Sydney,2236
3120,Busan,Durban,3364
3121,Shanghai,Hamburg,11653
3122,Hong Kong,Dubai,13213
3123,Mumbai,Sydney,8944
3124,Sydney,Singapore,13407
3125,Dubai,Mumbai,3235
3126,Durban,Sydney,10546
3127,Dubai,Busan,5988
3128,Durban,Hong Kong,10246
3129,Sydney,Santos,5034
3130,Singapore,Hamburg,10630
3131,Hamburg,Hong Kong,9321
3132,Sydney,Durban,1474
3133,Los Angeles,Shanghai,12813
3134,Hong Kong,Sydney,14545
3135,Hamburg,Sydney,14256
3136,Singapore,Los Angeles,14877
3137,Sydney,Hamburg,11325
3138,Hong Kong,Busan,890
3139,Los Angeles,Busan,13469
3140,Mumbai,New York,5372
3141,Mumbai,Hong Kong,3092
3142,Los Angeles,Hong Kong,8191
3143,Singapore,Hamburg,1290
3144,Hong Kong,Hamburg,7072
3145,Dubai,Shanghai,11436
3146,Mumbai,Shanghai,7928
3147,Busan,Dubai,2868
3148,Dubai,Singapore,9356
3149,Busan,Hamburg,10179
3150,New York,Santos,5168
3151,Santos,Rotterdam,9263
3152,Busan,Mumbai,3588
3153,Los Angeles,Hong Kong,5111
3154,Durban,Busan,1867
3155,Hamburg,Mumbai,943
3156,Dubai,Durban,7525
3157,Mumbai,Rotterdam,936
3158,Rotterdam,Hamburg,7962
3159,Shanghai,Busan,9291
3160,Hong Kong,Santos,13400
3161,Rotterdam,Durban,12885
3162,Hong Kong,Shanghai,5190
3163,Hong Kong,Dubai,6718
3164,Singapore,Santos,5970
3165,Hamburg,Mumbai,1667
3166,Mumbai,Santos,8417
3167,Dubai,Los Angeles,2184
3168,New York,Durban,6976
3169,Durban,Hong Kong,686
3170,Hamburg,Rotterdam,12062
3171,Dubai,Santos,11736
3172,Hong Kong,Durban,9395
3173,Shanghai,Dubai,4794
3174,Singapore,Sydney,3315
3175,Rotterdam,Busan,3450
3176,Busan,Sydney,6450
3177,Hamburg,Hong Kong,3203
3178,Dubai,Singapore,1813
3179,Shanghai,Hong Kong,13387
3180,Singapore,Santos,2417
3181,Hong Kong,Dubai,7929
3182,Dubai,Santos,9029
3183,Santos,Rotterdam,9968
3184,Shanghai,Dubai,5717
3185,Santos,Dubai,1551
3186,Shanghai,New York,4590
3187,Dubai,Santos,3202
3188,New York,Singapore,11478
3189,Sydney,New York,13603
3190,Dubai,Busan,2780
3191,Los Angeles,New York,1569
3192,Busan,Dubai,13644
3193,Busan,Los Angeles,12158
3194,Santos,Hamburg,13766
3195,Busan,Mumbai,2680
3196,Shanghai,Rotterdam,6173
3197,Shanghai,Sydney,5634
3198,Singapore,Hong Kong,4185
3199,New York,Shanghai,8351
3200,New York,Hamburg,9819
3201,New York,Mumbai,2975
3202,Dubai,Shanghai,9238
3203,Los Angeles,New York,1225
3204,Mumbai,Durban,8340
3205,Hong Kong,Rotterdam,586
3206,Sydney,Shanghai,1298
3207,Rotterdam,Hamburg,9923
3208,Los Angeles,Dubai,10169
3209,New York,Rotterdam,11954
3210,Mumbai,Hong Kong,13409
3211,Shanghai,Los Angeles,9056
3212,Mumbai,New York,633
3213,Durban,Mumbai,7633
3214,Rotterdam,Santos,13390
3215,Hamburg,Dubai,6473
3216,Hamburg,Los Angeles,12596
3217,Dubai,Santos,10034
3218,Hong Kong,Singapore,6405
3219,Singapore,Rotterdam,10253
3220,Dubai,Mumbai,10145
3221,Los Angeles,Mumbai,2941
3222,Busan,Dubai,14778
3223,Durban,Singapore,13344
3224,Mumbai,Durban,3032
3225,New York,Sydney,6572
3226,Durban,Rotterdam,7758
3227,Dubai,New York,11119
3228,New York,Hong Kong,10727
3229,Hamburg,Dubai,5286
3230,Shanghai,Mumbai,4586
3231,Busan,Dubai,790
3232,Sydney,Durban,4975
3233,Singapore,Hong Kong,3148
3234,Hamburg,New York,2047
3235,Durban,Singapore,1040
3236,Shanghai,Hamburg,4260
3237,Mumbai,Sydney,1665
3238,Sydney,Durban,4132
3239,New York,Dubai,1699
3240,Singapore,Dubai,11514
3241,Singapore,Santos,2212
3242,Hong Kong,Durban,8082
3243,Hamburg,Durban,14315
3244,Santos,Rotterdam,3302
3245,Busan,Rotterdam,2216
3246,Hamburg,Mumbai,7991
3247,Sydney,Busan,8898
3248,Santos,Hong Kong,6378
3249,Busan,Singapore,10853
3250,Los Angeles,Durban,6308
3251,Hamburg,Sydney,7282
3252,Mumbai,Busan,6837
3253,Busan,Singapore,14139
3254,Hamburg,Santos,3333
3255,Sydney,Shanghai,5796
3256,Hamburg,Santos,5502
3257,Hong Kong,Busan,9221
3258,New York,Dubai,652
3259,Durban,Busan,3102
3260,Sydney,Mumbai,2109
3261,Santos,Hong Kong,7727
3262,Mumbai,Hong Kong,9177
3263,New York,Rotterdam,14582
3264,Shanghai,Singapore,7885
3265,Hong Kong,Durban,11851
3266,Singapore,Shanghai,3677
3267,Mumbai,Rotterdam,1767
3268,Mumbai,Busan,2598
3269,Shanghai,Busan,13042
3270,Dubai,Los Angeles,7407
3271,Hamburg,Hong Kong,4322
3272,Singapore,Busan,4147
3273,Hamburg,Rotterdam,13658
3274,New York,Mumbai,8476
3275,Hong Kong,Busan,8170
3276,Dubai,Los Angeles,10676
3277,Singapore,Hamburg,4372
3278,Durban,Los Angeles,969
3279,Dubai,Busan,6110
3280,Sydney,Hamburg,6822
3281,Hamburg,Dubai,1840
3282,Dubai,Sydney,13469
3283,Mumbai,Hong Kong,6821
3284,Los Angeles,Rotterdam,6542
3285,Hamburg,Mumbai,6636
3286,New York,Busan,14209
3287,Sydney,Singapore,14967
3288,Hamburg,Busan,1016
3289,Durban,Singapore,12662
3290,Hamburg,Hong Kong,7997
3291,Busan,Mumbai,1829
3292,Mumbai,Shanghai,9174
3293,Mumbai,Shanghai,3013
3294,Santos,New York,6176
3295,Santos,Singapore,10843
3296,Busan,Durban,2857
3297,Sydney,Hamburg,12740
3298,Busan,Shanghai,10175
3299,Hamburg,Sydney,9693
3300,Los Angeles,Singapore,13800
3301,Los Angeles,Sydney,10837
3302,Rotterdam,Sydney,5335
3303,Rotterdam,Mumbai,2129
3304,Busan,Santos,3566
3305,Hamburg,Shanghai,4829
3306,Mumbai,New York,6952
3307,Rotterdam,Dubai,1820
3308,Los Angeles,Busan,907
3309,Shanghai,Rotterdam,2940
3310,New York,Dubai,7767
3311,Busan,Rotterdam,8178
3312,Hong Kong,Busan,12583
3313,Shanghai,Rotterdam,11822
3314,Dubai,Hong Kong,1823
3315,Durban,Hamburg,1908
3316,Shanghai,Durban,4376
3317,Busan,Sydney,3972
3318,Durban,Mumbai,8801
3319,Durban,Santos,9753
3320,Durban,Singapore,12064
3321,Shanghai,New York,3064
3322,Singapore,Sydney,10886
3323,Sydney,New York,10856
3324,New York,Rotterdam,11912
3325,Hong Kong,Durban,5878
3326,Hamburg,Sydney,662
3327,Sydney,Singapore,1008
3328,Shanghai,Singapore,826
3329,Singapore,Sydney,5261
3330,Santos,New York,11254
3331,Hamburg,Rotterdam,10903
3332,New York,Mumbai,2329
3333,Busan,Santos,9986
3334,Busan,Durban,13116
3335,Singapore,New York,11678
3336,Dubai,Hong Kong,6691
3337,Dubai,Durban,9247
3338,Rotterdam,Hong Kong,10005
3339,Shanghai,Los Angeles,8544
3340,Shanghai,Hamburg,13071
3341,Busan,Santos,14767
3342,Mumbai,Santos,3883
3343,Sydney,Mumbai,14594
3344,Hong Kong,Mumbai,8410
3345,New York,Hamburg,2514
3346,New York,Durban,3849
3347,Durban,Los Angeles,14788
3348,Sydney,Dubai,7956
3349,Busan,Sydney,2778
3350,Hamburg,Durban,10054
3351,Busan,Shanghai,2455
3352,Santos,Rotterdam,649
3353,Santos,Sydney,10293
3354,Singapore,Hong Kong,2163
3355,Shanghai,Hong Kong,12643
3356,Mumbai,Hong Kong,4238
3357,Sydney,Busan,12971
3358,Mumbai,Dubai,10194
3359,Mumbai,Santos,14163
3360,Rotterdam,Los Angeles,3172
3361,Shanghai,Mumbai,4544
3362,Hong Kong,Hamburg,11048
3363,Mumbai,Hamburg,10053
3364,Shanghai,New York,2756
3365,Shanghai,Hamburg,13841
3366,Durban,Singapore,12134
3367,Los Angeles,Hamburg,2565
3368,Mumbai,Hong Kong,10404
3369,Hamburg,Santos,12962
3370,Durban,Dubai,5625
3371,New York,Durban,9283
3372,Busan,Los Angeles,4364
3373,Singapore,Durban,4579
3374,Dubai,Shanghai,8532
3375,Santos,Dubai,5398
3376,Los Angeles,Santos,4157
3377,Sydney,Busan,9015
3378,Singapore,Hong Kong,7077
3379,New York,Dubai,3733
3380,Dubai,Mumbai,11526
3381,Santos,Sydney,4738
3382,Busan,Dubai,4721
3383,Sydney,New York,5221
3384,New York,Rotterdam,11190
3385,Santos,Singapore,7023
3386,Los Angeles,Dubai,4413
3387,New York,Singapore,9606
3388,Shanghai,Durban,7674
3389,Busan,Rotterdam,13786
3390,Hamburg,Mumbai,2993
3391,New York,Hamburg,9941
3392,Durban,Hong Kong,5182
3393,Rotterdam,Los Angeles,12810
3394,Sydney,Santos,8403
3395,Los Angeles,New York,11983
3396,Busan,Rotterdam,5442
3397,Dubai,Hong Kong,2161
3398,Busan,Hong Kong,757
3399,Mumbai,Shanghai,2863
3400,Rotterdam,Shanghai,4887
3401,Singapore,Durban,5061
3402,Santos,Busan,1913
3403,Busan,Los Angeles,3914
3404,New York,Shanghai,8667
3405,Hamburg,Hong Kong,1134
3406,Santos,Singapore,12869
3407,Hong Kong,Shanghai,13452
3408,Durban,Dubai,8614
3409,Santos,New York,11933
3410,Rotterdam,Sydney,12533
3411,Durban,Santos,10692
3412,Busan,Hong Kong,1993
3413,New York,Hong Kong,947
3414,Dubai,Shanghai,13928
3415,Santos,Hong Kong,14419
3416,Durban,Sydney,4209
3417,New York,Busan,7396
3418,Los Angeles,Hamburg,9815
3419,Mumbai,New York,1577
3420,Dubai,Shanghai,5572
3421,Singapore,Los Angeles,1515
3422,Sydney,Dubai,2345
3423,Hamburg,New York,5596
3424,Dubai,Sydney,12769
3425,Sydney,Hamburg,2331
3426,Shanghai,Rotterdam,8523
3427,New York,Hamburg,10837
3428,Durban,Rotterdam,3896
3429,Mumbai,Hamburg,4558
3430,Hong Kong,Dubai,5532
3431,New York,Hamburg,10305
3432,Los Angeles,Durban,2425
3433,Santos,Singapore,6655
3434,Dubai,Durban,3734
3435,New York,Busan,1842
3436,Mumbai,Hong Kong,6012
3437,Durban,Los Angeles,14809
3438,Durban,Singapore,9785
3439,Shanghai,New York,7950
3440,Santos,Mumbai,10333
